DELIVERY_UUID,DELIV_CREATED_AT_EDT,DELIV_STORE_NAME,DELIV_SUBMARKET,DELIV_DASHER_ID,DELIV_D2R,DELIV_IS_20_MIN_LATE,DELIV_CLAT,WAS_CANCELLED,DELIV_MISSING_INCORRECT_REPORT_BINARY,n_items_requested,n_missing,n_subbed,n_found,order_value,avg_item_price,n_categories,has_alcohol,has_perishable,missing_rate,sub_rate,unfulfilled_rate,plain_missing_rate,hour,dow,is_weekend,daypart,STORE_GRP,dasher_assigned,cluster_id
31dbd829-4b9e-49e7-8216-ab2aa56737dd,2022-09-21 19:38:20.256,Grocery2,Cincinnati,11954236.0,7.15,0,1.45,0,1,8,1,1,7,46.45,5.80625,5,0,1,0.125,0.125,0.125,0.0,19,Wednesday,False,Evening(18-21),Grocery2/3,1,d11954236
773d3f5b-dc0e-43c5-ab4d-8bb854cda386,2022-09-21 19:40:27.264,DashMart1,Cincinnati,8616812.0,0.083333,0,0.116667,0,0,3,0,0,3,13.07,4.3566666666666665,3,0,1,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d8616812
f4a50045-4cb0-4d78-93bd-d736b6047e21,2022-09-21 19:46:26.688,DashMart1,Cincinnati,18002595.0,2.766667,0,18.066667,0,0,2,0,0,2,8.98,4.49,2,0,1,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d18002595
67549e54-87d8-4175-b941-9e748be7ccbe,2022-09-21 19:47:03.840,Grocery1,Cincinnati,9858056.0,2.9,0,1.8,0,0,3,0,0,3,15.5,5.166666666666667,3,0,1,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),Grocery1,1,d9858056
96c3590e-9d3a-4c3a-849d-c3b3bf3a7581,2022-09-21 19:48:23.328,Grocery1,Cincinnati,2581203.0,4.216667,0,26.166667,0,0,9,1,0,8,58.75,6.527777777777778,6,0,1,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,19,Wednesday,False,Evening(18-21),Grocery1,1,d2581203
0b8b7a84-a2d3-4b44-8376-1f084eb76c0e,2022-09-21 19:48:57.024,DashMart1,Cincinnati,15510588.0,0.1,0,1.0,0,0,4,0,0,4,13.56,3.39,2,0,0,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d15510588
a618d516-6d49-4465-bb09-135692d38bc2,2022-09-21 19:49:07.392,DashMart1,Cincinnati,13760169.0,7.833333,1,47.266667,0,0,4,0,0,4,16.46,4.115,3,0,0,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d13760169
7630968f-95bb-4b28-a843-26c8e96383a7,2022-09-21 19:49:16.032,Grocery2,Cincinnati,11681748.0,6.083333,0,8.833333,0,0,7,1,1,6,39.5,5.642857142857143,5,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,19,Wednesday,False,Evening(18-21),Grocery2/3,1,d11681748
e90aaa63-2177-4775-bc82-6224957249fb,2022-09-21 19:57:29.376,DashMart1,Cincinnati,21685303.0,1.483333,0,5.783333,0,0,3,0,0,3,12.870000000000001,4.29,3,0,1,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d21685303
4979e84b-9db7-46c6-8390-e06c8e579e2f,2022-09-21 19:59:11.328,DashMart1,Cincinnati,11201236.0,1.25,0,0.166667,0,0,3,0,0,3,14.469999999999999,4.823333333333333,2,0,0,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),DashMart1,1,d11201236
f1f7b3b8-9ffd-4f98-9dab-ec2bebb096a3,2022-09-21 19:59:27.744,Grocery1,Cincinnati,4136034.0,13.333333,0,6.266667,0,0,5,1,1,4,23.299999999999997,4.659999999999999,4,0,0,0.2,0.2,0.2,0.0,19,Wednesday,False,Evening(18-21),Grocery1,1,d4136034
37e9ef05-5598-4004-b0ff-c682511ec114,2022-09-21 19:59:53.664,Grocery1,Cincinnati,12954408.0,8.3,0,6.6,0,0,1,0,0,1,3.7,3.7,1,0,1,0.0,0.0,0.0,0.0,19,Wednesday,False,Evening(18-21),Grocery1,1,d12954408
6bb9feb1-0df4-454f-9ce2-6889fb10884b,2022-09-21 20:00:15.264,DashMart1,Cincinnati,18892072.0,0.016667,0,0.4,0,0,4,0,0,4,26.86,6.715,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d18892072
4ce5894d-caec-46de-8000-cd71f489e538,2022-09-21 20:02:35.232,DashMart1,Cincinnati,14622346.0,0.1,0,0.4,0,0,4,0,0,4,14.76,3.69,3,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d14622346
120da4f1-6ce5-4800-bb2a-f0d67ff437a2,2022-09-21 20:04:24.096,DashMart1,Cincinnati,14049091.0,2.466667,0,1.866667,0,0,3,0,0,3,15.97,5.323333333333333,2,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d14049091
d8e81246-f5e4-4864-9fd8-0fecb6a15277,2022-09-21 20:07:04.800,DashMart1,Cincinnati,14049091.0,2.466667,0,1.866667,0,0,6,0,0,6,35.54,5.923333333333333,4,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d14049091
138392b1-a422-4e2d-aaac-bec2067c1aed,2022-09-21 20:07:35.904,DashMart1,Cincinnati,20535555.0,1.566667,0,1.983333,0,0,5,0,0,5,11.25,2.25,2,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d20535555
1c605921-8424-4016-880c-6b022d77bc65,2022-09-21 20:19:28.704,DashMart1,Cincinnati,6603035.0,0.066667,0,0.183333,0,0,2,0,0,2,14.280000000000001,7.140000000000001,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d6603035
72e21ccf-b554-4b6d-9fca-1313d0622f74,2022-09-21 20:20:09.312,DashMart1,Cincinnati,6603035.0,0.066667,0,0.183333,0,0,4,0,0,4,11.46,2.865,4,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d6603035
1311fe8f-1b72-4708-8de3-672e4e848abb,2022-09-21 20:21:38.304,DashMart1,Cincinnati,7750906.0,18.35,0,0.416667,0,0,1,0,0,1,8.49,8.49,1,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d7750906
43752785-c773-4438-b657-b919b8e7ab3c,2022-09-21 20:23:04.704,Grocery1,Cincinnati,4175070.0,17.0,0,16.666667,0,0,2,0,0,2,11.25,5.625,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),Grocery1,1,d4175070
87850cbf-ea0b-4ad3-9cbf-5e216e233584,2022-09-21 20:24:26.784,DashMart1,Cincinnati,22214299.0,0.033333,0,0.9,0,0,3,0,0,3,10.17,3.39,3,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d22214299
84c66136-53f2-4614-a9a4-8f9bcc9d3562,2022-09-21 20:31:18.048,DashMart1,Cincinnati,17342001.0,0.016667,0,0.25,0,0,3,0,0,3,18.07,6.023333333333333,3,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d17342001
bdcfcc4b-5b09-436b-94fb-b9800a3659d2,2022-09-21 20:32:11.616,DashMart1,Cincinnati,8616812.0,0.066667,0,0.133333,0,0,3,0,0,3,15.57,5.19,3,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d8616812
34111e02-4cd8-4e8e-b6d2-891a2f591059,2022-09-21 20:32:17.664,Grocery2,Cincinnati,16072547.0,6.883333,0,0.35,0,0,12,0,0,12,42.0,3.5,6,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),Grocery2/3,1,d16072547
b5845bca-8ca5-4506-9adc-8647ef8a7110,2022-09-21 20:33:01.728,DashMart1,Cincinnati,1820814.0,0.066667,0,1.6,0,0,1,0,0,1,7.99,7.99,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d1820814
901e6d49-99e3-4cd8-9b6a-6455ae0a19b6,2022-09-21 20:33:30.240,DashMart1,Cincinnati,17342001.0,0.066667,0,0.766667,0,0,9,0,0,9,35.31,3.923333333333334,5,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d17342001
a23b3469-3626-4e21-bfac-936c95853430,2022-09-21 20:38:24.000,Grocery1,Cincinnati,9753385.0,9.133333,0,0.133333,0,0,6,2,2,4,20.05,3.341666666666667,4,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,20,Wednesday,False,Evening(18-21),Grocery1,1,d9753385
0e2a7c8c-eb25-4511-bc91-ec7fc162e70b,2022-09-21 20:39:10.656,Grocery1,Cincinnati,6394139.0,3.216667,0,6.533333,0,0,20,2,1,18,60.5,3.025,6,0,1,0.1,0.05,0.1,0.05,20,Wednesday,False,Evening(18-21),Grocery1,1,d6394139
a1dc699f-8665-477f-aa48-a097ff293c36,2022-09-21 20:41:27.168,DashMart1,Cincinnati,7009550.0,3.566667,0,24.833333,0,0,9,0,0,9,47.010000000000005,5.223333333333334,6,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d7009550
53ce10fc-2aae-49e1-9c8f-248fdf41c4d4,2022-09-21 20:41:38.400,DashMart1,Cincinnati,10890955.0,3.4,0,5.05,0,0,3,0,0,3,20.97,6.989999999999999,1,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d10890955
ef09d47a-c534-4dde-8ec6-615d4cfe683d,2022-09-21 20:41:40.992,Grocery1,Cincinnati,4161728.0,6.05,0,16.816667,0,0,7,3,2,4,23.4,3.3428571428571425,3,0,1,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,20,Wednesday,False,Evening(18-21),Grocery1,1,d4161728
a92a5452-06fd-43a0-abef-f62b04503eba,2022-09-21 20:46:44.256,DashMart1,Cincinnati,11201236.0,3.066667,0,0.15,0,0,5,0,0,5,20.11,4.022,4,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d11201236
6b98bb7a-5a15-41f5-b939-782054a8387f,2022-09-21 20:46:50.304,DashMart1,Cincinnati,15510588.0,0.05,1,3.166667,0,0,2,0,0,2,11.78,5.89,1,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d15510588
b544ff6f-9035-421d-ba94-2c2f4f85faef,2022-09-21 20:51:10.368,DashMart1,Cincinnati,12422279.0,0.016667,0,1.366667,0,0,6,0,0,6,16.64,2.7733333333333334,3,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d12422279
8595ef82-e3d4-48da-b95a-ea4235c9ba34,2022-09-21 20:53:13.920,DashMart1,Cincinnati,16666115.0,4.683333,0,8.066667,0,0,2,0,0,2,13.48,6.74,2,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d16666115
5303b0ff-deb7-4608-996e-f7a8ce8eebca,2022-09-21 20:55:01.056,DashMart1,Cincinnati,7009550.0,3.566667,0,11.483333,0,0,7,0,0,7,25.53,3.6471428571428572,2,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d7009550
ba95c272-5b95-468e-9e98-b550400aed83,2022-09-21 20:55:20.064,Grocery1,Cincinnati,9858056.0,4.533333,0,5.816667,0,0,4,0,0,4,11.95,2.9875,2,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),Grocery1,1,d9858056
74fd51c4-e01f-492c-a0b3-ba0016691bc1,2022-09-21 20:55:39.072,DashMart1,Cincinnati,11424400.0,0.7,0,12.816667,0,0,1,0,0,1,7.49,7.49,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d11424400
ea117fc3-c64a-4e0d-b4d3-dbe94c4603d1,2022-09-21 20:56:17.952,DashMart1,Cincinnati,10910871.0,0.533333,0,8.866667,0,0,3,0,0,3,16.87,5.623333333333334,3,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d10910871
5623da1e-9ce6-45e5-ac6a-8bbe4005a9d9,2022-09-21 20:56:53.376,DashMart1,Cincinnati,6603035.0,0.033333,0,0.183333,0,0,3,0,0,3,16.57,5.523333333333333,2,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d6603035
20150914-7ac7-413d-afa9-4df4204815bf,2022-09-21 20:58:38.784,DashMart1,Cincinnati,6603035.0,0.033333,0,0.183333,0,0,2,0,0,2,19.98,9.99,1,0,1,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d6603035
e0a70f15-4c52-43b8-9806-42964518996a,2022-09-21 20:59:10.752,DashMart1,Cincinnati,12555307.0,3.916667,0,0.65,0,0,6,0,0,6,21.94,3.6566666666666667,2,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d12555307
25f5f3e1-ca31-45e5-8f68-3377e8cd7444,2022-09-21 20:59:39.264,DashMart1,Cincinnati,5582618.0,7.066667,0,10.883333,0,0,1,0,0,1,2.99,2.99,1,0,0,0.0,0.0,0.0,0.0,20,Wednesday,False,Evening(18-21),DashMart1,1,d5582618
a04d4d0f-16b8-4cfa-aa3e-99873e8e77f3,2022-09-21 21:05:11.040,DashMart1,Cincinnati,,,0,,0,0,2,0,0,2,7.08,3.54,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,0,unassigned_a04d4d0f-16b8-4cfa-aa3e-99873e8e77f3
107a490d-9d40-44ad-b084-916af5c99d36,2022-09-21 21:05:24.000,DashMart1,Cincinnati,17316793.0,2.166667,0,1.1,0,0,3,0,0,3,12.170000000000002,4.0566666666666675,3,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d17316793
1c55c3f7-a052-4c4a-b8f6-22c60b563c86,2022-09-21 21:06:13.248,DashMart1,Cincinnati,10859208.0,4.766667,0,10.85,0,0,1,0,0,1,4.99,4.99,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d10859208
9878c26f-ce63-460f-970d-a2e5cfa0a783,2022-09-21 21:07:11.136,DashMart1,Cincinnati,18892072.0,7.233333,0,6.833333,0,0,2,0,0,2,5.28,2.64,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d18892072
3a164d43-0cc1-4fae-b63b-9b669076fdf0,2022-09-21 21:10:04.800,Grocery2,Cincinnati,6776024.0,2.2,0,0.183333,0,0,11,3,1,8,45.4,4.127272727272727,4,0,1,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.1818181818181818,21,Wednesday,False,Evening(18-21),Grocery2/3,1,d6776024
24265dc4-8e86-42aa-9184-dbeaaa055f16,2022-09-21 21:10:05.664,DashMart1,Cincinnati,6493592.0,26.066667,0,2.383333,0,0,2,0,0,2,6.98,3.49,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d6493592
c74d94fe-4be0-462f-a244-23881b44e6dc,2022-09-21 21:11:45.024,DashMart1,Cincinnati,17316793.0,2.166667,0,0.1,0,0,5,0,0,5,16.35,3.2700000000000005,3,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d17316793
8cd48d5d-a096-4721-b8a9-f5caec7eccf7,2022-09-21 21:11:45.888,Grocery2,Cincinnati,7498028.0,5.533333,0,7.45,0,0,6,0,0,6,34.65,5.7749999999999995,2,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),Grocery2/3,1,d7498028
f95b1b41-492d-4fbb-8d72-9a128ef8d846,2022-09-21 21:14:03.264,DashMart1,Cincinnati,8715798.0,0.05,0,15.566667,0,0,6,0,0,6,27.54,4.59,3,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d8715798
402bbd74-966e-4c58-92b8-8a3e1d9e38c3,2022-09-21 21:14:25.728,DashMart1,Cincinnati,14622346.0,0.016667,0,1.633333,0,0,4,0,0,4,15.86,3.965,3,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d14622346
304c0b8a-ac62-4c01-a100-f87b2c6d6bfa,2022-09-21 21:14:38.688,DashMart1,Cincinnati,4821259.0,0.033333,0,4.783333,0,0,4,0,0,4,25.36,6.34,3,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d4821259
39c251ba-ad1c-4ef1-ac39-50d6f20b7f8f,2022-09-21 21:14:55.104,DashMart1,Cincinnati,8616812.0,0.183333,0,7.483333,0,0,2,0,0,2,7.98,3.99,1,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d8616812
6a7190af-5167-4b28-af71-a25e3e6abd29,2022-09-21 21:16:51.744,Grocery1,Cincinnati,1511973.0,9.616667,1,27.55,0,0,9,3,1,6,40.25,4.472222222222222,5,0,1,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,21,Wednesday,False,Evening(18-21),Grocery1,1,d1511973
5c9cd176-b8a2-488e-a214-055e2a948d4e,2022-09-21 21:18:31.968,DashMart1,Cincinnati,4821259.0,0.033333,0,0.466667,0,0,5,0,0,5,20.11,4.022,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d4821259
f185b5c3-c0d0-45fc-8530-4ed1a3e032de,2022-09-21 21:25:29.280,Grocery1,Cincinnati,1068549.0,3.683333,0,1.233333,0,0,3,0,0,3,9.8,3.266666666666667,3,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d1068549
134e3e0b-b57a-4b18-8e7c-896b5282f297,2022-09-21 21:26:55.680,DashMart1,Cincinnati,21293420.0,0.033333,0,3.483333,0,0,1,0,0,1,2.29,2.29,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d21293420
1176bd92-dfff-4395-bf97-3e04ff8cfa26,2022-09-21 21:32:00.672,DashMart1,Cincinnati,16967051.0,0.0,0,1.866667,0,0,4,0,0,4,22.96,5.74,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d16967051
78719449-18dc-4f2d-9968-5695a71ef789,2022-09-21 21:32:34.368,DashMart1,Cincinnati,16967051.0,0.066667,0,0.116667,0,0,1,0,0,1,2.59,2.59,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d16967051
723f7664-fdfa-47b1-a4b9-82c10daf4fa3,2022-09-21 21:32:43.872,Grocery1,Cincinnati,5991064.0,5.683333,0,0.466667,0,0,4,1,1,3,32.1,8.025,3,0,1,0.25,0.25,0.25,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d5991064
476d4801-8af5-4839-9a39-ace5835f9488,2022-09-21 21:33:26.208,DashMart1,Cincinnati,20679245.0,1.316667,0,2.166667,0,0,6,0,0,6,24.240000000000002,4.04,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d20679245
22c43036-a2bd-4af7-b7f3-99e68b52c6a6,2022-09-21 21:37:31.584,DashMart1,Cincinnati,14827828.0,0.033333,0,0.266667,0,0,3,0,0,3,19.97,6.656666666666666,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d14827828
64c98f6a-9789-4002-9cc0-b867ffc2b883,2022-09-21 21:38:52.800,DashMart1,Cincinnati,757966.0,3.316667,0,7.45,0,0,2,0,0,2,8.18,4.09,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d757966
f8c9ec66-88b8-4eaf-8c07-2f7fe4425909,2022-09-21 21:39:30.816,DashMart1,Cincinnati,5428668.0,0.066667,0,1.733333,0,0,3,0,0,3,11.77,3.9233333333333333,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d5428668
58ff481c-7b92-4197-b772-83ced42b0c28,2022-09-21 21:39:37.728,DashMart1,Cincinnati,5428668.0,0.066667,0,1.733333,0,0,2,0,0,2,6.18,3.09,2,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d5428668
a2fd985e-55bf-42c1-aa15-2abb493e695d,2022-09-21 21:42:02.880,Grocery1,Cincinnati,8070750.0,5.85,0,17.216667,0,0,2,0,0,2,10.5,5.25,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d8070750
4656bad2-4440-4892-88b5-aa2bf41c8364,2022-09-21 21:43:28.416,Grocery1,Cincinnati,5145950.0,5.933333,0,2.9,0,0,2,1,1,1,11.399999999999999,5.699999999999999,2,0,1,0.5,0.5,0.5,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d5145950
e8f1039d-83a1-46c1-9bde-a95e55dd31bb,2022-09-21 21:45:19.008,Grocery1,Cincinnati,19068845.0,10.566667,0,2.283333,0,0,4,1,1,3,18.1,4.525,3,0,1,0.25,0.25,0.25,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d19068845
b870b591-c336-43dd-bff0-36fa5e2b9432,2022-09-21 21:45:49.248,Grocery1,Cincinnati,1215417.0,2.616667,0,1.183333,0,0,1,0,0,1,3.7,3.7,1,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),Grocery1,1,d1215417
4f53e1a1-d1d4-4c05-99b8-4c474f4d847b,2022-09-21 21:46:35.040,DashMart1,Cincinnati,22428336.0,5.083333,0,3.3,0,0,5,0,0,5,18.35,3.6700000000000004,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d22428336
c0404102-9e5f-4640-9cad-2b1948407226,2022-09-21 21:47:34.656,DashMart1,Cincinnati,18641198.0,0.083333,0,0.166667,0,0,10,0,0,10,47.5,4.75,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d18641198
20a559fc-6fc8-418a-bed0-68dccffb6007,2022-09-21 21:49:01.056,DashMart1,Cincinnati,15510588.0,2.733333,0,3.916667,0,0,5,0,0,5,13.05,2.6100000000000003,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d15510588
b92af2b9-dd9e-467b-b757-058978903284,2022-09-21 21:50:24.864,DashMart1,Cincinnati,13991988.0,5.933333,0,5.3,0,0,3,0,0,3,11.77,3.9233333333333333,1,0,0,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d13991988
bf691770-4938-488b-9c38-8ddda93d9934,2022-09-21 21:51:45.216,DashMart1,Cincinnati,22428336.0,3.916667,0,0.45,0,0,6,0,0,6,13.940000000000001,2.3233333333333337,5,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d22428336
68d3e224-b427-4c63-bc9b-38a7de63916f,2022-09-21 21:53:58.272,Grocery2,Cincinnati,16072547.0,6.366667,0,0.866667,0,0,4,0,0,4,15.65,3.9125,2,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),Grocery2/3,1,d16072547
7d8501cf-d5f1-4c28-a34c-bbb533394adf,2022-09-21 21:59:32.640,DashMart1,Cincinnati,10703068.0,0.05,0,0.3,0,0,5,0,0,5,11.05,2.21,4,0,1,0.0,0.0,0.0,0.0,21,Wednesday,False,Evening(18-21),DashMart1,1,d10703068
4d9eb01a-0b76-4fdb-8620-f13aecd99c65,2022-09-21 22:00:06.336,DashMart1,Cincinnati,9254445.0,0.05,0,0.35,0,0,6,0,0,6,16.54,2.7566666666666664,2,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d9254445
eabb5de8-12d8-4d5a-b97a-ed343b09eba0,2022-09-21 22:00:10.656,DashMart1,Cincinnati,3333537.0,1.533333,0,3.216667,0,0,3,0,0,3,17.27,5.756666666666667,1,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d3333537
0e18041b-d314-4302-857d-81f59f3747a9,2022-09-21 22:00:32.256,DashMart1,Cincinnati,9254445.0,0.05,0,0.35,0,0,3,0,0,3,13.77,4.59,2,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d9254445
a6660f99-21a9-4bf0-b4a0-531f405c543a,2022-09-21 22:01:50.880,DashMart1,Cincinnati,1527717.0,0.05,0,0.166667,0,0,1,0,0,1,15.99,15.99,1,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d1527717
9c9df61d-b10b-49f5-8105-77344950c46b,2022-09-21 22:04:42.816,Grocery2,Cincinnati,16072547.0,3.266667,0,7.033333,0,0,14,1,1,13,54.3,3.8785714285714286,4,0,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,22,Wednesday,False,Night(22-23),Grocery2/3,1,d16072547
8b2e51b6-14be-4359-9071-4538d98e25f2,2022-09-21 22:05:05.280,Grocery1,Cincinnati,12200345.0,0.0,0,0.133333,0,0,1,0,0,1,7.5,7.5,1,0,0,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),Grocery1,1,d12200345
eabab72e-614a-4268-a6a8-73aa688a9dba,2022-09-21 22:06:31.680,DashMart1,Cincinnati,22214299.0,0.033333,0,0.316667,0,0,3,0,0,3,11.969999999999999,3.9899999999999998,2,0,0,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d22214299
1c6f2888-b495-48d8-bc17-9abd7163d53f,2022-09-21 22:08:30.912,DashMart1,Cincinnati,1617065.0,0.3,0,1.016667,0,0,1,0,0,1,2.59,2.59,1,0,0,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d1617065
2de59155-23ae-41d0-9a91-642261be9531,2022-09-21 22:09:14.976,DashMart1,Cincinnati,1617065.0,0.3,0,1.016667,0,0,4,0,0,4,14.46,3.615,3,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d1617065
ae8eb065-91c9-4945-8283-0278770b157f,2022-09-21 22:09:58.176,DashMart1,Cincinnati,14827828.0,0.083333,0,9.15,0,0,3,0,0,3,17.27,5.756666666666667,3,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d14827828
b5bde291-d463-4fcf-a165-612eebe15735,2022-09-21 22:10:05.952,DashMart1,Cincinnati,1578906.0,0.15,0,0.683333,0,0,7,0,0,7,22.330000000000002,3.1900000000000004,5,0,1,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d1578906
f0b9dcb6-fce8-4c2a-892c-189e10ba2cd8,2022-09-21 22:12:25.056,DashMart1,Cincinnati,11424400.0,0.733333,0,21.2,0,0,5,0,0,5,13.760000000000002,2.7520000000000002,2,0,0,0.0,0.0,0.0,0.0,22,Wednesday,False,Night(22-23),DashMart1,1,d11424400
